name	type	group	opc_item	writes	reads	description
T4LatchSelect3	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO3	T4BlockOffButton_OnClick,T4CalScript3,T4CloseScript3,T4OpenScript3	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchSelect4	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO4	T4BlockOffButton_OnClick,T4CalScript4,T4CloseScript4,T4OpenScript4	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchSelect5	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO5	T4BlockOffButton_OnClick,T4CalScript5,T4CloseScript5,T4OpenScript5	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchSelect6	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO6	T4BlockOffButton_OnClick,T4CalScript6,T4CloseScript6,T4OpenScript6	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchSelect7	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO7	T4BlockOffButton_OnClick,T4CalScript7,T4CloseScript7,T4OpenScript7	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchSelect8	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO8	T4BlockOffButton_OnClick,T4CalScript8,T4CloseScript8,T4OpenScript8	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchSelect9	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 4	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t4DO9	T4BlockOffButton_OnClick,T4CalScript9,T4CloseScript9,T4OpenScript9	T4LightControl	Выходное реле выбора заслонки для управления
T4LatchStatus1	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus10	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus2	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus3	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus4	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus5	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus6	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus7	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus8	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatus9	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4				Статус заслонки транспортера
T4LatchStatusByte1	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript1,T4CloseScript1,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript1	T4CalButton1_OnClick,T4CalScript1,T4CloseButton1_OnClick,T4LatchStatusBar,T4OpenButton1_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte10	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript10,T4CloseScript10,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript10	T4CalButton10_OnClick,T4CalScript10,T4CloseButton10_OnClick,T4LatchStatusBar,T4OpenButton10_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte2	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript2,T4CloseScript2,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript2	T4CalButton2_OnClick,T4CalScript2,T4CloseButton2_OnClick,T4LatchStatusBar,T4OpenButton2_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte3	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript3,T4CloseScript3,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript3	T4CalButton3_OnClick,T4CalScript3,T4CloseButton3_OnClick,T4LatchStatusBar,T4OpenButton3_OnClick,T5CloseButton3_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte4	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript4,T4CloseScript4,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript4	T4CalButton4_OnClick,T4CalScript4,T4CloseButton4_OnClick,T4LatchStatusBar,T4OpenButton4_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte5	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript5,T4CloseScript5,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript5	T4CalButton5_OnClick,T4CalScript5,T4CloseButton5_OnClick,T4LatchStatusBar,T4OpenButton5_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte6	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript6,T4CloseScript6,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript6	T4CalButton6_OnClick,T4CalScript6,T4CloseButton6_OnClick,T4LatchStatusBar,T4OpenButton6_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte7	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript7,T4CloseScript7,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript7	T4CalButton7_OnClick,T4CalScript7,T4CloseButton7_OnClick,T4LatchStatusBar,T4OpenButton7_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte8	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript8,T4CloseScript8,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript8	T4CalButton8_OnClick,T4CalScript8,T4CloseButton8_OnClick,T4LatchStatusBar,T4OpenButton8_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4LatchStatusByte9	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 4		T4CalScript9,T4CloseScript9,T4ErrorOffButton_OnClick,T4LatchMnemo,T4OpenScript9	T4CalButton9_OnClick,T4CalScript9,T4CloseButton9_OnClick,T4LatchStatusBar,T4OpenButton9_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T4OpenStatus1	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 4		T4BlockOffButton_OnClick,T4OpenButton1_OnClick,T4OpenScript1	T4OpenScript1	Переменная для пуска алгоритма открытия заслонки
